2015-03-04,1411000.0,1440000.0,1410000.0,1437000.0,231146
2015-03-05,1439000.0,1443000.0,1417000.0,1422000.0,191913
2015-03-06,1414000.0,1449000.0,1406000.0,1442000.0,234312
2015-03-09,1440000.0,1440000.0,1420000.0,1420000.0,141407
2015-03-10,1434000.0,1443000.0,1420000.0,1421000.0,174618
2015-03-11,1419000.0,1479000.0,1418000.0,1474000.0,407194
2015-03-12,1460000.0,1473000.0,1447000.0,1447000.0,365442
2015-03-13,1461000.0,1479000.0,1455000.0,1457000.0,181823
2015-03-16,1458000.0,1487000.0,1455000.0,1470000.0,179303
2015-03-17,1470000.0,1500000.0,1460000.0,1497000.0,272124
2015-03-18,1496000.0,1506000.0,1486000.0,1503000.0,243666
2015-03-19,1510000.0,1510000.0,1470000.0,1470000.0,247559
2015-03-20,1475000.0,1480000.0,1460000.0,1464000.0,242525
2015-03-23,1462000.0,1474000.0,1458000.0,1467000.0,154858
2015-03-24,1455000.0,1478000.0,1455000.0,1476000.0,171267
2015-03-25,1487000.0,1488000.0,1472000.0,1485000.0,180093
2015-03-26,1450000.0,1456000.0,1421000.0,1421000.0,411450
2015-03-27,1415000.0,1448000.0,1415000.0,1421000.0,310159
2015-03-30,1425000.0,1434000.0,1412000.0,1428000.0,146025
2015-03-31,1449000.0,1452000.0,1430000.0,1441000.0,196149
2015-04-01,1437000.0,1437000.0,1420000.0,1423000.0,143996
2015-04-02,1434000.0,1440000.0,1423000.0,1434000.0,134403
2015-04-03,1434000.0,1440000.0,1420000.0,1434000.0,122227
2015-04-06,1443000.0,1490000.0,1435000.0,1470000.0,209848
2015-04-07,1478000.0,1485000.0,1462000.0,1462000.0,186226
2015-04-08,1470000.0,1485000.0,1460000.0,1479000.0,153728
2015-04-09,1470000.0,1489000.0,1470000.0,1483000.0,169552
2015-04-10,1480000.0,1494000.0,1478000.0,1490000.0,188420
2015-04-13,1479000.0,1491000.0,1468000.0,1479000.0,203599
2015-04-14,1485000.0,1485000.0,1465000.0,1474000.0,188257
2015-04-15,1460000.0,1470000.0,1427000.0,1446000.0,269985
2015-04-16,1462000.0,1477000.0,1447000.0,1477000.0,209588
2015-04-17,1477000.0,1478000.0,1447000.0,1450000.0,198920
2015-04-20,1446000.0,1448000.0,1423000.0,1430000.0,244792
2015-04-21,1421000.0,1445000.0,1420000.0,1444000.0,236011
2015-04-22,1444000.0,1473000.0,1436000.0,1461000.0,252671
2015-04-23,1470000.0,1470000.0,1440000.0,1451000.0,184422
2015-04-24,1449000.0,1455000.0,1400000.0,1410000.0,379744
2015-04-27,1410000.0,1411000.0,1375000.0,1395000.0,329573
2015-04-28,1390000.0,1400000.0,1359000.0,1366000.0,312394
2015-04-29,1367000.0,1394000.0,1364000.0,1385000.0,217050
2015-04-30,1385000.0,1418000.0,1379000.0,1410000.0,352409
2015-05-04,1407000.0,1423000.0,1397000.0,1400000.0,160479
2015-05-06,1390000.0,1391000.0,1356000.0,1362000.0,264689
2015-05-07,1362000.0,1375000.0,1354000.0,1370000.0,192100
2015-05-08,1366000.0,1370000.0,1338000.0,1338000.0,188063
2015-05-11,1360000.0,1360000.0,1336000.0,1336000.0,190643
2015-05-12,1345000.0,1353000.0,1324000.0,1331000.0,212069
2015-05-13,1349000.0,1349000.0,1326000.0,1333000.0,196668
2015-05-14,1341000.0,1343000.0,1328000.0,1340000.0,168743
2015-05-15,1355000.0,1356000.0,1321000.0,1326000.0,177644
2015-05-18,1335000.0,1335000.0,1309000.0,1320000.0,181137
2015-05-19,1321000.0,1355000.0,1307000.0,1338000.0,173093
2015-05-20,1349000.0,1370000.0,1341000.0,1366000.0,205133
2015-05-21,1371000.0,1372000.0,1344000.0,1352000.0,144012
2015-05-22,1353000.0,1353000.0,1335000.0,1350000.0,163630
2015-05-26,1366000.0,1369000.0,1336000.0,1362000.0,193453
2015-05-27,1360000.0,1366000.0,1313000.0,1314000.0,340833
2015-05-28,1317000.0,1321000.0,1301000.0,1309000.0,294025
2015-05-29,1320000.0,1321000.0,1297000.0,1307000.0,336489
2015-06-01,1300000.0,1301000.0,1288000.0,1291000.0,197323
2015-06-02,1300000.0,1303000.0,1288000.0,1303000.0,174332
2015-06-03,1303000.0,1316000.0,1265000.0,1273000.0,232650
2015-06-04,1315000.0,1341000.0,1305000.0,1337000.0,387249
2015-06-05,1325000.0,1355000.0,1320000.0,1341000.0,191117
2015-06-08,1345000.0,1347000.0,1313000.0,1314000.0,197010
2015-06-09,1300000.0,1310000.0,1268000.0,1282000.0,272092
2015-06-10,1282000.0,1294000.0,1262000.0,1262000.0,249342
2015-06-11,1263000.0,1274000.0,1253000.0,1257000.0,304790
2015-06-12,1278000.0,1287000.0,1264000.0,1277000.0,214484
2015-06-15,1255000.0,1274000.0,1255000.0,1270000.0,124242
2015-06-16,1270000.0,1274000.0,1245000.0,1255000.0,254579
2015-06-17,1250000.0,1266000.0,1240000.0,1254000.0,188735
2015-06-18,1259000.0,1279000.0,1251000.0,1265000.0,153150
2015-06-19,1266000.0,1278000.0,1260000.0,1266000.0,140114
2015-06-22,1291000.0,1296000.0,1276000.0,1281000.0,124510
2015-06-23,1309000.0,1328000.0,1291000.0,1321000.0,201743
2015-06-24,1300000.0,1311000.0,1291000.0,1302000.0,195381
2015-06-25,1290000.0,1303000.0,1269000.0,1269000.0,202288
2015-06-26,1252000.0,1290000.0,1252000.0,1278000.0,206209
2015-06-29,1269000.0,1285000.0,1256000.0,1281000.0,229023
2015-06-30,1276000.0,1285000.0,1266000.0,1268000.0,197016
2015-07-01,1268000.0,1302000.0,1259000.0,1295000.0,161559
2015-07-02,1286000.0,1304000.0,1285000.0,1299000.0,151264
2015-07-03,1287000.0,1294000.0,1267000.0,1268000.0,137705
2015-07-06,1253000.0,1260000.0,1223000.0,1230000.0,195947
2015-07-07,1220000.0,1259000.0,1220000.0,1240000.0,236882
2015-07-08,1240000.0,1251000.0,1232000.0,1239000.0,215303
2015-07-09,1230000.0,1265000.0,1226000.0,1265000.0,273889
2015-07-10,1257000.0,1266000.0,1248000.0,1259000.0,174652
2015-07-13,1250000.0,1266000.0,1266000.0,1266000.0,153144
2015-07-14,1265000.0,1270000.0,1221000.0,1225000.0,367936
2015-07-15,1225000.0,1238000.0,1224000.0,1235000.0,166863
2015-07-16,1223000.0,1287000.0,1223000.0,1282000.0,217793
2015-07-17,1300000.0,1311000.0,1278000.0,1305000.0,296710
2015-07-20,1291000.0,1304000.0,1273000.0,1275000.0,127872
2015-07-21,1275000.0,1277000.0,1247000.0,1263000.0,193474
2015-07-22,1244000.0,1260000.0,1235000.0,1253000.0,266557
2015-07-23,1244000.0,1253000.0,1234000.0,1234000.0,198639
2015-07-24,1227000.0,1238000.0,1224000.0,1229000.0,194869
2015-07-27,1229000.0,1247000.0,1228000.0,1230000.0,198204
2015-07-28,1224000.0,1251000.0,1219000.0,1230000.0,252036
2015-07-29,1250000.0,1275000.0,1231000.0,1263000.0,272169
2015-07-30,1258000.0,1260000.0,1215000.0,1215000.0,307189
2015-07-31,1220000.0,1222000.0,1175000.0,1185000.0,370146
2015-08-03,1184000.0,1184000.0,1166000.0,1175000.0,190332
2015-08-04,1175000.0,1187000.0,1170000.0,1182000.0,188260
2015-08-05,1182000.0,1182000.0,1158000.0,1159000.0,248883
2015-08-06,1155000.0,1156000.0,1115000.0,1115000.0,400091
2015-08-07,1120000.0,1137000.0,1115000.0,1136000.0,254834
2015-08-10,1140000.0,1142000.0,1130000.0,1141000.0,114013
2015-08-11,1151000.0,1179000.0,1148000.0,1157000.0,228498
2015-08-12,1150000.0,1164000.0,1140000.0,1154000.0,222497
2015-08-13,1153000.0,1153000.0,1138000.0,1140000.0,149454
2015-08-17,1140000.0,1141000.0,1104000.0,1104000.0,225734
2015-08-18,1118000.0,1141000.0,1117000.0,1131000.0,223321
2015-08-19,1169000.0,1176000.0,1141000.0,1154000.0,400088
2015-08-20,1163000.0,1171000.0,1130000.0,1139000.0,215507
2015-08-21,1099000.0,1128000.0,1096000.0,1101000.0,405850
2015-08-24,1088000.0,1115000.0,1033000.0,1079000.0,445868
2015-08-25,1079000.0,1107000.0,1067000.0,1079000.0,389313
2015-08-26,1068000.0,1074000.0,1050000.0,1067000.0,552568
2015-08-27,1082000.0,1086000.0,1063000.0,1067000.0,491893
2015-08-28,1086000.0,1086000.0,1073000.0,1081000.0,458340
2015-08-31,1071000.0,1089000.0,1052000.0,1089000.0,406006
2015-09-01,1089000.0,1098000.0,1081000.0,1085000.0,237062
2015-09-02,1069000.0,1095000.0,1065000.0,1090000.0,312121
2015-09-03,1102000.0,1123000.0,1093000.0,1122000.0,303343
2015-09-04,1144000.0,1144000.0,1118000.0,1129000.0,249642
2015-09-07,1129000.0,1129000.0,1105000.0,1112000.0,190922
2015-09-08,1113000.0,1136000.0,1106000.0,1131000.0,181352
2015-09-09,1146000.0,1147000.0,1136000.0,1147000.0,235189
2015-09-10,1130000.0,1139000.0,1118000.0,1134000.0,356879
2015-09-11,1126000.0,1133000.0,1115000.0,1115000.0,201720
2015-09-14,1120000.0,1124000.0,1110000.0,1124000.0,164129
2015-09-15,1114000.0,1128000.0,1113000.0,1123000.0,212880
2015-09-16,1121000.0,1157000.0,1121000.0,1152000.0,338783
2015-09-17,1153000.0,1157000.0,1144000.0,1157000.0,253091
2015-09-18,1145000.0,1192000.0,1135000.0,1190000.0,421097
2015-09-21,1163000.0,1173000.0,1150000.0,1150000.0,196809
2015-09-22,1143000.0,1150000.0,1130000.0,1145000.0,246705
2015-09-23,1144000.0,1144000.0,1125000.0,1131000.0,195174
2015-09-24,1126000.0,1135000.0,1125000.0,1126000.0,131384
2015-09-25,1120000.0,1125000.0,1109000.0,1112000.0,187315
2015-09-30,1100000.0,1134000.0,1090000.0,1134000.0,354069
2015-10-01,1140000.0,1145000.0,1121000.0,1134000.0,229173
2015-10-02,1112000.0,1133000.0,1112000.0,1119000.0,247859
2015-10-05,1119000.0,1131000.0,1115000.0,1115000.0,210583
2015-10-06,1130000.0,1155000.0,1127000.0,1151000.0,371835
2015-10-07,1198000.0,1252000.0,1186000.0,1251000.0,795678
2015-10-08,1250000.0,1279000.0,1250000.0,1270000.0,500566
2015-10-12,1260000.0,1263000.0,1247000.0,1260000.0,301807
2015-10-13,1260000.0,1272000.0,1248000.0,1252000.0,195273
2015-10-14,1248000.0,1260000.0,1237000.0,1254000.0,174719
2015-10-15,1244000.0,1282000.0,1243000.0,1269000.0,243476
2015-10-16,1265000.0,1269000.0,1259000.0,1265000.0,141898
2015-10-19,1257000.0,1265000.0,1249000.0,1256000.0,116290
2015-10-20,1260000.0,1273000.0,1256000.0,1266000.0,137788
2015-10-21,1265000.0,1282000.0,1259000.0,1270000.0,138655
2015-10-22,1280000.0,1295000.0,1269000.0,1280000.0,229326
2015-10-23,1300000.0,1300000.0,1278000.0,1289000.0,252105
2015-10-26,1298000.0,1298000.0,1272000.0,1292000.0,151996
2015-10-27,1282000.0,1299000.0,1281000.0,1298000.0,131144
2015-10-28,1294000.0,1308000.0,1291000.0,1308000.0,257374
2015-10-29,1330000.0,1392000.0,1324000.0,1325000.0,622336
2015-10-30,1345000.0,1390000.0,1341000.0,1372000.0,498776
2015-11-02,1385000.0,1393000.0,1374000.0,1383000.0,365104
2015-11-03,1381000.0,1381000.0,1350000.0,1352000.0,297175
2015-11-04,1352000.0,1361000.0,1326000.0,1330000.0,277186
2015-11-05,1330000.0,1354000.0,1330000.0,1342000.0,172775
2015-11-06,1343000.0,1348000.0,1330000.0,1338000.0,157598
2015-11-09,1338000.0,1344000.0,1321000.0,1344000.0,185338
2015-11-10,1336000.0,1341000.0,1314000.0,1321000.0,197158
2015-11-11,1321000.0,1345000.0,1321000.0,1333000.0,140397
2015-11-12,1333000.0,1334000.0,1317000.0,1317000.0,155706
2015-11-13,1317000.0,1317000.0,1300000.0,1300000.0,177420
2015-11-16,1291000.0,1291000.0,1263000.0,1263000.0,182835
2015-11-17,1275000.0,1290000.0,1270000.0,1270000.0,185552
2015-11-18,1272000.0,1290000.0,1272000.0,1281000.0,167268
2015-11-19,1290000.0,1290000.0,1271000.0,1289000.0,189902
2015-11-20,1289000.0,1296000.0,1278000.0,1285000.0,168704
2015-11-23,1285000.0,1302000.0,1281000.0,1282000.0,197422
2015-11-24,1282000.0,1305000.0,1282000.0,1299000.0,152433
2015-11-25,1300000.0,1310000.0,1299000.0,1299000.0,142575
2015-11-26,1299000.0,1340000.0,1299000.0,1335000.0,181523
2015-11-27,1345000.0,1349000.0,1327000.0,1327000.0,169669
2015-11-30,1325000.0,1325000.0,1284000.0,1284000.0,515530
2015-12-01,1294000.0,1322000.0,1288000.0,1321000.0,234107
2015-12-02,1321000.0,1322000.0,1294000.0,1300000.0,226795
2015-12-03,1295000.0,1297000.0,1286000.0,1290000.0,166359
2015-12-04,1275000.0,1280000.0,1267000.0,1269000.0,189638
2015-12-07,1269000.0,1275000.0,1262000.0,1262000.0,195237
2015-12-08,1262000.0,1272000.0,1262000.0,1262000.0,133328
2015-12-09,1262000.0,1275000.0,1262000.0,1263000.0,181328
2015-12-10,1263000.0,1293000.0,1263000.0,1283000.0,302978
2015-12-11,1283000.0,1295000.0,1272000.0,1284000.0,204812
2015-12-14,1273000.0,1273000.0,1255000.0,1261000.0,222512
2015-12-15,1261000.0,1280000.0,1260000.0,1277000.0,175253
2015-12-16,1278000.0,1310000.0,1278000.0,1299000.0,207688
2015-12-17,1301000.0,1308000.0,1275000.0,1290000.0,167390
2015-12-18,1265000.0,1288000.0,1264000.0,1278000.0,167721
2015-12-21,1278000.0,1285000.0,1261000.0,1280000.0,157354
2015-12-22,1280000.0,1292000.0,1267000.0,1292000.0,203938
2015-12-23,1292000.0,1299000.0,1282000.0,1295000.0,162043
2015-12-24,1295000.0,1300000.0,1285000.0,1285000.0,151322
2015-12-28,1285000.0,1289000.0,1266000.0,1266000.0,225997
2015-12-29,1265000.0,1266000.0,1241000.0,1254000.0,231802
2015-12-30,1260000.0,1272000.0,1254000.0,1260000.0,203349
2016-01-04,1260000.0,1260000.0,1205000.0,1205000.0,304050
2016-01-05,1202000.0,1218000.0,1186000.0,1208000.0,207947
2016-01-06,1208000.0,1208000.0,1168000.0,1175000.0,359895
2016-01-07,1166000.0,1183000.0,1151000.0,1163000.0,268857
2016-01-08,1163000.0,1186000.0,1163000.0,1171000.0,244350
2016-01-11,1156000.0,1166000.0,1146000.0,1152000.0,239778
2016-01-12,1148000.0,1166000.0,1144000.0,1146000.0,184311
2016-01-13,1153000.0,1159000.0,1148000.0,1148000.0,142672
2016-01-14,1131000.0,1142000.0,1131000.0,1138000.0,207140
2016-01-15,1140000.0,1152000.0,1124000.0,1132000.0,208712
2016-01-18,1088000.0,1133000.0,1088000.0,1126000.0,320007
2016-01-19,1128000.0,1171000.0,1128000.0,1171000.0,205804
2016-01-20,1160000.0,1160000.0,1132000.0,1138000.0,165796
2016-01-21,1133000.0,1155000.0,1125000.0,1131000.0,181968
2016-01-22,1145000.0,1168000.0,1145000.0,1168000.0,146591
2016-01-25,1172000.0,1176000.0,1156000.0,1162000.0,159769
2016-01-26,1155000.0,1157000.0,1136000.0,1137000.0,151638
2016-01-27,1126000.0,1175000.0,1126000.0,1175000.0,273707
2016-01-28,1164000.0,1168000.0,1139000.0,1145000.0,314154
2016-01-29,1140000.0,1150000.0,1116000.0,1150000.0,426238
2016-02-01,1152000.0,1163000.0,1151000.0,1163000.0,258194
2016-02-02,1161000.0,1166000.0,1147000.0,1156000.0,165420
2016-02-03,1150000.0,1152000.0,1137000.0,1146000.0,174381
2016-02-04,1150000.0,1161000.0,1148000.0,1156000.0,236429
2016-02-05,1156000.0,1169000.0,1156000.0,1164000.0,183280
2016-02-11,1118000.0,1137000.0,1118000.0,1130000.0,304899
2016-02-12,1130000.0,1151000.0,1122000.0,1130000.0,254115
2016-02-15,1154000.0,1160000.0,1144000.0,1154000.0,182471
2016-02-16,1158000.0,1179000.0,1157000.0,1168000.0,179087
2016-02-17,1179000.0,1201000.0,1169000.0,1185000.0,245929
2016-02-18,1203000.0,1203000.0,1178000.0,1187000.0,211795
2016-02-19,1187000.0,1195000.0,1174000.0,1190000.0,175889
2016-02-22,1190000.0,1192000.0,1166000.0,1175000.0,174075
2016-02-23,1179000.0,1189000.0,1173000.0,1181000.0,147578
2016-02-24,1178000.0,1179000.0,1161000.0,1172000.0,140407
2016-02-25,1172000.0,1187000.0,1172000.0,1179000.0,128321
2016-02-26,1180000.0,1187000.0,1172000.0,1172000.0,176906
2016-02-29,1179000.0,1194000.0,1176000.0,1178000.0,274128
2016-03-02,1200000.0,1207000.0,1196000.0,1197000.0,236268
2016-03-03,1213000.0,1220000.0,1202000.0,1220000.0,214465
2016-03-04,1220000.0,1228000.0,1202000.0,1215000.0,197025
2016-03-07,1220000.0,1231000.0,1215000.0,1223000.0,129415
2016-03-08,1223000.0,1224000.0,1186000.0,1192000.0,215375
2016-03-09,1188000.0,1199000.0,1177000.0,1194000.0,172895
2016-03-10,1208000.0,1236000.0,1201000.0,1225000.0,282003
2016-03-11,1225000.0,1253000.0,1216000.0,1249000.0,244805
2016-03-14,1267000.0,1273000.0,1249000.0,1255000.0,216712
2016-03-15,1255000.0,1264000.0,1246000.0,1253000.0,167592
2016-03-16,1256000.0,1263000.0,1253000.0,1256000.0,137200
2016-03-17,1265000.0,1296000.0,1257000.0,1263000.0,246423
2016-03-18,1278000.0,1278000.0,1263000.0,1273000.0,223079
2016-03-21,1274000.0,1279000.0,1258000.0,1267000.0,181112
2016-03-22,1267000.0,1279000.0,1262000.0,1269000.0,194670
2016-03-23,1269000.0,1279000.0,1262000.0,1279000.0,173910
2016-03-24,1279000.0,1290000.0,1266000.0,1282000.0,217847
2016-03-25,1283000.0,1290000.0,1278000.0,1288000.0,142531
2016-03-28,1288000.0,1300000.0,1288000.0,1294000.0,120620
2016-03-29,1294000.0,1300000.0,1285000.0,1290000.0,172134
2016-03-30,1310000.0,1321000.0,1302000.0,1308000.0,266898
2016-03-31,1306000.0,1314000.0,1298000.0,1312000.0,298873
2016-04-01,1299000.0,1309000.0,1271000.0,1279000.0,263464
2016-04-04,1279000.0,1305000.0,1279000.0,1305000.0,181840
2016-04-05,1299000.0,1299000.0,1260000.0,1260000.0,235930
2016-04-06,1269000.0,1291000.0,1268000.0,1285000.0,182794
2016-04-07,1300000.0,1300000.0,1258000.0,1269000.0,258607
2016-04-08,1269000.0,1269000.0,1240000.0,1246000.0,251392
2016-04-11,1246000.0,1271000.0,1246000.0,1266000.0,119708
2016-04-12,1270000.0,1281000.0,1266000.0,1275000.0,133984
2016-04-14,1300000.0,1302000.0,1289000.0,1300000.0,331967
2016-04-15,1309000.0,1310000.0,1290000.0,1300000.0,136509
2016-04-18,1295000.0,1305000.0,1292000.0,1299000.0,128393
2016-04-19,1294000.0,1296000.0,1283000.0,1288000.0,144223
2016-04-20,1282000.0,1300000.0,1282000.0,1299000.0,146370
2016-04-21,1300000.0,1301000.0,1288000.0,1294000.0,144720
2016-04-22,1294000.0,1294000.0,1277000.0,1280000.0,114363
2016-04-25,1285000.0,1285000.0,1271000.0,1281000.0,91779
2016-04-26,1285000.0,1305000.0,1283000.0,1296000.0,158517
2016-04-27,1294000.0,1300000.0,1286000.0,1300000.0,164705
2016-04-28,1300000.0,1300000.0,1261000.0,1265000.0,278697
2016-04-29,1260000.0,1267000.0,1242000.0,1245000.0,292558
2016-05-02,1247000.0,1262000.0,1245000.0,1250000.0,140121
2016-05-03,1267000.0,1270000.0,1256000.0,1261000.0,157791
2016-05-04,1272000.0,1290000.0,1262000.0,1290000.0,277351
2016-05-09,1290000.0,1300000.0,1285000.0,1299000.0,273071
2016-05-10,1299000.0,1300000.0,1288000.0,1296000.0,167075
2016-05-11,1296000.0,1299000.0,1287000.0,1292000.0,173956
2016-05-12,1292000.0,1292000.0,1275000.0,1281000.0,151283
2016-05-13,1281000.0,1281000.0,1251000.0,1253000.0,244629
2016-05-16,1253000.0,1263000.0,1247000.0,1248000.0,232580
2016-05-17,1249000.0,1265000.0,1249000.0,1264000.0,181240
2016-05-18,1264000.0,1271000.0,1255000.0,1268000.0,173857
2016-05-19,1268000.0,1277000.0,1266000.0,1270000.0,184093
2016-05-20,1270000.0,1280000.0,1269000.0,1269000.0,159126
2016-05-23,1269000.0,1286000.0,1269000.0,1286000.0,160641
2016-05-24,1286000.0,1289000.0,1268000.0,1271000.0,191292
2016-05-25,1283000.0,1298000.0,1274000.0,1295000.0,236950
2016-05-26,1299000.0,1303000.0,1295000.0,1296000.0,231666
2016-05-27,1300000.0,1301000.0,1273000.0,1282000.0,261902
2016-05-30,1297000.0,1297000.0,1274000.0,1280000.0,204641
2016-05-31,1280000.0,1300000.0,1268000.0,1292000.0,1198180
2016-06-01,1298000.0,1341000.0,1295000.0,1333000.0,464371
2016-06-02,1350000.0,1372000.0,1346000.0,1365000.0,472853
2016-06-03,1370000.0,1379000.0,1364000.0,1377000.0,310428
2016-06-07,1386000.0,1402000.0,1380000.0,1398000.0,459213
2016-06-08,1419000.0,1419000.0,1389000.0,1406000.0,346942
2016-06-09,1408000.0,1430000.0,1406000.0,1430000.0,512553
2016-06-10,1424000.0,1425000.0,1404000.0,1406000.0,289005
2016-06-13,1396000.0,1396000.0,1362000.0,1371000.0,290039
2016-06-14,1371000.0,1386000.0,1369000.0,1380000.0,243251
2016-06-15,1385000.0,1416000.0,1383000.0,1413000.0,301979
2016-06-16,1413000.0,1417000.0,1395000.0,1409000.0,288743
2016-06-17,1410000.0,1435000.0,1410000.0,1426000.0,328256
2016-06-20,1427000.0,1448000.0,1426000.0,1431000.0,268408
2016-06-21,1432000.0,1449000.0,1426000.0,1448000.0,193560
2016-06-22,1446000.0,1450000.0,1431000.0,1445000.0,177102
2016-06-23,1444000.0,1445000.0,1427000.0,1430000.0,224121
2016-06-24,1445000.0,1445000.0,1360000.0,1400000.0,408920
2016-06-27,1400000.0,1405000.0,1385000.0,1398000.0,236573
2016-06-28,1390000.0,1404000.0,1379000.0,1399000.0,213829
2016-06-29,1408000.0,1412000.0,1391000.0,1396000.0,208090
2016-06-30,1408000.0,1445000.0,1397000.0,1425000.0,272883
2016-07-01,1427000.0,1479000.0,1427000.0,1466000.0,286582
2016-07-04,1464000.0,1474000.0,1451000.0,1466000.0,156639
2016-07-05,1466000.0,1475000.0,1462000.0,1469000.0,155389
2016-07-06,1447000.0,1452000.0,1412000.0,1421000.0,320468
2016-07-07,1421000.0,1450000.0,1416000.0,1450000.0,226202
2016-07-08,1450000.0,1475000.0,1449000.0,1460000.0,246773
2016-07-11,1460000.0,1500000.0,1460000.0,1489000.0,268606
2016-07-12,1499000.0,1505000.0,1460000.0,1464000.0,219428
2016-07-13,1496000.0,1496000.0,1463000.0,1481000.0,197935
2016-07-14,1481000.0,1500000.0,1476000.0,1500000.0,247548
2016-07-15,1500000.0,1522000.0,1486000.0,1518000.0,231690
2016-07-18,1518000.0,1533000.0,1500000.0,1533000.0,218383
2016-07-19,1528000.0,1540000.0,1522000.0,1533000.0,202089
2016-07-20,1533000.0,1542000.0,1524000.0,1540000.0,154984
2016-07-21,1540000.0,1547000.0,1537000.0,1543000.0,158995
2016-07-22,1506000.0,1528000.0,1506000.0,1516000.0,164934
2016-07-25,1500000.0,1523000.0,1495000.0,1502000.0,151458
2016-07-26,1500000.0,1531000.0,1498000.0,1530000.0,144285
2016-07-27,1512000.0,1529000.0,1512000.0,1527000.0,126635
2016-07-28,1533000.0,1536000.0,1498000.0,1507000.0,188934
2016-07-29,1520000.0,1557000.0,1511000.0,1539000.0,298564
2016-08-01,1569000.0,1580000.0,1560000.0,1568000.0,222125
2016-08-02,1568000.0,1568000.0,1546000.0,1548000.0,166191
2016-08-03,1548000.0,1548000.0,1517000.0,1517000.0,149927
2016-08-04,1519000.0,1533000.0,1517000.0,1517000.0,139981
2016-08-05,1529000.0,1564000.0,1525000.0,1561000.0,137787
2016-08-08,1566000.0,1575000.0,1556000.0,1569000.0,206415
2016-08-09,1574000.0,1579000.0,1557000.0,1567000.0,174736
2016-08-10,1567000.0,1570000.0,1534000.0,1541000.0,241083
2016-08-11,1541000.0,1559000.0,1526000.0,1559000.0,206875
2016-08-12,1559000.0,1570000.0,1544000.0,1545000.0,205237
2016-08-16,1545000.0,1576000.0,1545000.0,1568000.0,213905
2016-08-17,1569000.0,1570000.0,1551000.0,1566000.0,136973
2016-08-18,1567000.0,1644000.0,1566000.0,1640000.0,356783
2016-08-19,1638000.0,1675000.0,1636000.0,1675000.0,305169
2016-08-22,1674000.0,1692000.0,1659000.0,1665000.0,251660
